Date;Open;High;Low;Close;Predicted Hi-Lo;Predicted Median Price;Predicted Close
2005.08.17;1.2352;1.2365;1.226;1.2276;1.0953251157466708;0.9920623176047875;0.9187544886178701
2005.08.18;1.2275;1.2292;1.2156;1.2174;0.857931664972719;1.0465977877025392;0.9889382476983611
2005.08.19;1.2175;1.2192;1.2123;1.2151;0.683111333637488;1.0861060483348184;1.0402914675336252
2005.08.22;1.2166;1.224;1.2154;1.2223;0.5573765440148266;1.1156637947946366;1.0791476938831963
2005.08.23;1.2224;1.2253;1.2189;1.2229;0.4670237253710083;1.1391982854428366;1.1107164541434185
2005.08.24;1.223;1.2278;1.216;1.2269;0.39967868478100543;1.1573329683733335;1.1350940393985167
2005.08.25;1.2268;1.2325;1.2254;1.2296;0.3483048301433182;1.1719221411457352;1.1549835741406715
2005.08.26;1.2298;1.2339;1.2269;1.2287;0.3069498099611692;1.1847130261387901;1.1712720639663008
2005.08.29;1.2279;1.2343;1.2216;1.2222;0.27386865131539084;1.1946495631657261;1.183949134433163
2005.08.30;1.2221;1.2237;1.2169;1.2216;0.2477374589799355;1.2011089023023727;1.191975530127136
2005.08.31;1.2215;1.2354;1.2185;1.2337;0.22558897099973027;1.2055135251447773;1.1983168619950328
2005.09.01;1.2341;1.2524;1.2324;1.2492;0.20743265546886003;1.210904533670483;1.2065210241954483
2005.09.02;1.2491;1.2587;1.2464;1.2529;0.19167287634975036;1.2184408331773964;1.2164206017553598
2005.09.05;1.2535;1.2583;1.2512;1.2541;0.17731924625364667;1.2265325526471003;1.2249579699752837
2005.09.06;1.254;1.2541;1.2441;1.2461;0.16412846148059704;1.2331047002075974;1.231570826645462
2005.09.07;1.246;1.2533;1.2404;1.241;0.15313647854157633;1.236432317498189;1.2352526662420251
2005.09.08;1.2409;1.245;1.238;1.2396;0.1439761908278623;1.2382622567590527;1.2369859992884549
2005.09.09;1.2397;1.2457;1.2375;1.2407;0.13607820257733275;1.2388177162891338;1.2374458716491978
2005.09.12;1.2403;1.2414;1.227;1.2276;0.12932326938496638;1.2391800917170515;1.2378981057147838
2005.09.13;1.2281;1.2315;1.2243;1.2268;0.12422991015967712;1.2366930928163664;1.2347361051413077
2005.09.14;1.2269;1.2331;1.2257;1.2281;0.11879995932972025;1.234752135809842;1.2325038098896033
2005.09.15;1.2283;1.2284;1.2191;1.222;0.11388045005285134;1.2335373615708827;1.2312371701512264
2005.09.16;1.2221;1.2308;1.2198;1.2235;0.1096858963900704;1.2305261270231445;1.2285731276715282
2005.09.19;1.2158;1.2171;1.2098;1.2135;0.10562438052334217;1.229331294699911;1.2271695350629668
2005.09.20;1.2136;1.2187;1.211;1.2118;0.10206519117503593;1.2254674193474495;1.223476478113879
2005.09.21;1.2117;1.2237;1.2111;1.2223;0.09853240608591164;1.2229211732817349;1.2207393096930226
2005.09.22;1.2222;1.2269;1.2129;1.2147;0.09517439928618243;1.2220970754690879;1.2209554809034668
2005.09.23;1.2149;1.2165;1.2037;1.2037;0.0922950662978539;1.220919305961529;1.2194809426414148
2005.09.26;1.2024;1.2079;1.2008;1.2068;0.08983584659388191;1.2177182989708042;1.2152111427113803
